image_id,text,category,challenge,note
826,a herd of buffalo stampeding at the Kremlin,World Knowledge,Imagination,
827,a pickup truck missing its wheels,Vehicles,Imagination,
828,a flower with a cat's face in the middle,Produce & Plants,Imagination,
829,a flower with large red petals growing on the moon's surface,Produce & Plants,Imagination,
830,a grand piano next to the net of a tennis court,Outdoor Scenes,Imagination,
831,a piano tumbling down a hill,Artifacts,Imagination,
832,a drawing of a series of musical notes wrapped around the Earth,Illustrations,Imagination,
833,a tuba made of flower petals,Artifacts,Imagination,
834,a spaceship hovering over The Alamo,World Knowledge,Imagination,
835,a motorcycle hanging on a garage wall,Vehicles,Imagination,
836,a dragon perched on top of the Great Pyramid,World Knowledge,Imagination,
837,a flying boat gliding past the Parthenon,Vehicles,Imagination,
838,the Parthenon in front of the Great Pyramid,World Knowledge,Imagination,
839,a diplodocus standing in front of the Millennium Wheel,World Knowledge,Imagination,
840,a child and a penguin sitting on the moon,People,Imagination,
841,Superman shaking hands with Spiderman,People,Imagination,
842,a man with puppet that looks like a king,People,Imagination,
843,a person with arms like a tree branch,People,Imagination,
844,a man riding a cat,People,Imagination,
845,a triangle with a smiling face,Illustrations,Imagination,
846,a square with an angry face,Illustrations,Imagination,
847,a concert without any fans,People,Linguistic Structures,Negation
848,a summer tree without any leaves,Produce & Plants,Linguistic Structures,Negation
849,a classroom without any students,People,Linguistic Structures,Negation
850,a bookshelf without any books on it,Artifacts,Linguistic Structures,Negation
851,a shoe rack without any pairs of shoes on it,Artifacts,Linguistic Structures,Negation
852,a closet without clothes,Artifacts,Linguistic Structures,Negation
853,a plate that has no bananas on it. there is a glass without orange juice next to it.,Food & Beverage,Linguistic Structures,Negation
854,A bird gives an apple to a squirrel,Animals,Linguistic Structures,Ditransitive verbs
855,A squirrel gives an apple to a bird,Animals,Linguistic Structures,Ditransitive verbs
856,A dog gives an apple to a squirrel,Animals,Linguistic Structures,Ditransitive verbs
857,The sculpture rolled off the shelf because it wasn't level,Artifacts,Linguistic Structures,Winograd Schema Challenge
858,The sculpture rolled off the shelf because it wasn't anchored,Artifacts,Linguistic Structures,Winograd Schema Challenge
859,The large ball crashed right through the table because it was made of styrofoam,Artifacts,Linguistic Structures,Winograd Schema Challenge
860,The large ball crashed right through the table because it was made of steel,Artifacts,Linguistic Structures,Winograd Schema Challenge
861,The trophy doesn't fit into the brown suitcase because it's too small,Artifacts,Linguistic Structures,Winograd Schema Challenge
862,The trophy doesn't fit into the brown suitcase because it's too large,Artifacts,Linguistic Structures,Winograd Schema Challenge
863,The coach smiled at the player tossed the frisbee,People,Linguistic Structures,https://en.wikipedia.org/wiki/List_of_linguistic_example_sentences
864,The rat the cat the dog bit chased escaped.,Animals,Linguistic Structures,https://en.wikipedia.org/wiki/List_of_linguistic_example_sentences
865,"To a squirrel, a dog gives an apple.",Animals,Linguistic Structures,Ditransitive verbs
866,A man gives a woman a laptop and a boy a book.,People,Linguistic Structures,Ditransitive verbs
867,A robot gives a wombat an orange and a lemur a banana.,Animals,Linguistic Structures,Ditransitive verbs
868,A man sips a latte and a woman a beer.,Food & Beverage,Linguistic Structures,
869,"A rabbit checks its watch, and so does a gecko.",Animals,Linguistic Structures,
870,A boy holds and a girl paints a piece of wood.,People,Linguistic Structures,
871,A cat that has black fur bats a red Christmas ornament that has silver sparkles.,Animals,Linguistic Structures,
872,The mouse the cat watches is jumping in the air.,Animals,Linguistic Structures,
873,Four deer surrounding a moose.,Animals,Linguistic Structures,
874,supercalifragilisticexpialidocious,Abstract,Linguistic Structures,Mary Poppins described it as the word to use “when you have nothing to say.”
875,Incomprehensibilities,Abstract,Linguistic Structures,
876,Pneumonoultramicroscopicsilicovolcanoconiosis,Abstract,Linguistic Structures,"Longest word: ""a lung disease caused by inhalation of very fine silicate or quartz dust."""
877,a large stone pedestal without a statue of a horse on it,Artifacts,Linguistic Structures,Negation
878,a brown mouse laughing at a gray cat because a 16 ton weight is about to fall on its head,Animals,Linguistic Structures,
879,a black dog sitting between a bush and a pair of green pants standing up with nobody inside them,Animals,Linguistic Structures,
880,The horse raced past the barn fell,Animals,Linguistic Structures,Garden-path sentences
881,The old man the boat.,People,Linguistic Structures,Garden-path sentences
882,We painted the wall with cracks.,People,Linguistic Structures,Garden-path sentences
883,The raft floated down the river sank.,Vehicles,Linguistic Structures,Garden-path sentences
884,Mary gave the child the dog bit a Band-Aid.,People,Linguistic Structures,Garden-path sentences
885,The man who whistles tunes pianos.,People,Linguistic Structures,Garden-path sentences
886,One morning I chased an elephant in my pajamas,People,Linguistic Structures,Syntactic Ambiguities
887,A tourist is looking at a whale using a binocular,People,Linguistic Structures,Syntactic Ambiguities
888,"The dog chased the cat, which ran up a tree. It waited at the top.",Animals,Linguistic Structures,Winograd Schema Challenge
889,"The dog chased the cat, which ran up a tree. It waited at the bottom.",Animals,Linguistic Structures,Winograd Schema Challenge
890,An aerial view of Ha Long Bay without any boats,World Knowledge,Linguistic Structures,Negation
891,a bench without any cats on it,Artifacts,Linguistic Structures,Negation
892,a laptop no letters on its keyboard,Artifacts,Linguistic Structures,Negation
893,a subway train with no cows in it,Vehicles,Linguistic Structures,Negation
894,a kitchen without a refrigerator,Indoor Scenes,Linguistic Structures,Negation
895,several lily pads without frogs,Produce & Plants,Linguistic Structures,Negation
896,a street without vehicles,Outdoor Scenes,Linguistic Structures,Negation
897,a house with no windows,Outdoor Scenes,Linguistic Structures,Negation
898,a car with no windows,Vehicles,Linguistic Structures,Negation
899,a fish without eyes,Animals,Linguistic Structures,Negation
900,a city intersection without cars,Outdoor Scenes,Linguistic Structures,Negation
901,a horse without a rider,Animals,Linguistic Structures,Negation
902,a banana without its peel,Produce & Plants,Linguistic Structures,Negation
903,a bat landing on a baseball bat,Animals,Linguistic Structures,
904,a bird landing on a bat,Animals,Linguistic Structures,
905,a rowboat without paddles,Vehicles,Linguistic Structures,Negation
906,a harp without any strings,Artifacts,Linguistic Structures,Negation
907,a marina without any boats in it,Outdoor Scenes,Linguistic Structures,Negation
908,Zoomed out view of a giraffe and a zebra in the middle of a field covered with colorful flowers,Animals,Perspective,
909,Three-quarters front view of a blue 1977 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
910,Three-quarters front view of a blue 1977 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
911,Three-quarters front view of a blue 1977 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
912,Three-quarters front view of a red 1997 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
913,Three-quarters front view of a red 1997 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
914,Three-quarters front view of a red 1997 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
915,Three-quarters front view of a yellow 2017 Corvette coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
916,Three-quarters front view of a yellow 2017 Ford F-150 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
917,Three-quarters front view of a yellow 2017 Porsche 911 coming around a curve in a mountain road and looking over a green valley on a cloudy day.,Vehicles,Perspective,
918,"A photo of a frog reading the newspaper named ""Toaday"" written on it. There is a frog printed on the newspaper too.",Animals,Perspective,
919,The frog found itself in the newspaper,Animals,Perspective,
920,A cat dreaming about becoming a tiger,Animals,Perspective,
921,"A close-up of two chameleons wearing karate uniforms and fighting, jumping over a waterfall.",Animals,Perspective,
922,"A close-up of two mantis wearing karate uniforms and fighting, jumping over a waterfall.",Animals,Perspective,
923,"A close-up of two beetles wearing karate uniforms and fighting, jumping over a waterfall.",Animals,Perspective,
924,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.,Illustrations,Perspective,
925,"A smiling sloth is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a shiny VW van with flowers painted on it. wide-angle lens from below.",World Knowledge,Perspective,
926,"A smiling sloth wearing a leather jacket, bowtie, kilt and cowboy hat. The sloth is holding a quarterstaff and a big book. The sloth is standing on grass a few feet in front of a rusty old VW van with flowers painted on it. wide-angle lens from below.",World Knowledge,Perspective,
927,view of a giraffe and a zebra in the middle of a field,Animals,Perspective,
928,"Aerial view of downtown Manhattan, but with Millennium Wheel next to the Statue of Liberty. The Great Pyramid is on a sandy island near the buildings.",World Knowledge,Perspective,
929,Ground view of the Great Pyramids and Sphinx on the moon's surface. The back of an astronaut is in the foreground. The planet Earth looms in the sky.,World Knowledge,Perspective,
930,Saturn rises on the horizon.,Outdoor Scenes,Perspective,
931,Mars rises on the horizon.,Outdoor Scenes,Perspective,
932,Jupiter rises on the horizon.,Outdoor Scenes,Perspective,
933,a close-up of a blue dragonfly on a daffodil,Animals,Perspective,
934,long shards of a broken mirror reflecting the eyes of a great horned owl,Artifacts,Perspective,
935,side view of a brown horse wearing a saddle. the number 55 is stamped in white on its rear flank.,Animals,Perspective,
936,three quarters view of a rusty old red pickup truck with white doors and a smashed windshield,Vehicles,Perspective,
937,view from below of a tall white ladder with just one rung leaning up against a yellow brick wall,Artifacts,Perspective,
938,a photo of the back of a covered wagon. a polar bear is sticking it's head out of the wagon.,Vehicles,Perspective,
939,a close up of a handpalm with leaves growing from it,People,Perspective,DALL-E 2
940,a corgi’s head,Animals,Perspective,
941,An aerial view of Ha Long Bay,World Knowledge,Perspective,
942,a macro photograph of brain coral,Animals,Perspective,DALL-E
943,a cross-section view of a walnut,Produce & Plants,Perspective,DALL-E
944,an extreme close-up view of a capybara sitting in a field,Animals,Perspective,DALL-E
945,an overhead view of the Empire State Building,World Knowledge,Perspective,
946,a pig face,Animals,Perspective,
947,a close-up of a bloody mary cocktail,Food & Beverage,Perspective,
948,a close-up of an old-fashioned cocktail,Food & Beverage,Perspective,
949,a close-up of a long-island ice tea cocktail,Food & Beverage,Perspective,
950,a close-up of a margarita,Food & Beverage,Perspective,
951,the back of a violin,Artifacts,Perspective,
952,view of a clock tower from above,Artifacts,Perspective,
953,view of a clock tower from below,Artifacts,Perspective,
954,an aerial photo of a carnival at night,Outdoor Scenes,Perspective,
955,an aerial photo of a baseball stadium,Outdoor Scenes,Perspective,
956,an aerial photo of a sandy island in the ocean,Outdoor Scenes,Perspective,
957,an ostrich's face,Animals,Perspective,
958,a close-up of an ostrich's face,Animals,Perspective,
959,the eyes of an owl,Animals,Perspective,
960,a close-up of the eyes of an owl,Animals,Perspective,
961,a top down view of a horse running in a field,Animals,Perspective,
962,tall buildings seen through a window with rain on it,Outdoor Scenes,Perspective,
963,trees seen through a car window on a rainy day,Outdoor Scenes,Perspective,
964,a view of the Earth from the moon,Outdoor Scenes,Perspective,
965,an image of the moons of the planet Jupiter,Outdoor Scenes,Perspective,
966,the eye of the planet Jupiter,Outdoor Scenes,Perspective,
967,a close-up of the eye of the planet Jupiter,Outdoor Scenes,Perspective,
968,an aerial view of the Great Wall,World Knowledge,Perspective,
969,view of the Great Wall from its base,World Knowledge,Perspective,
970,an overhead view of a pickup truck with boxes in its flatbed,Vehicles,Perspective,
971,a close-up of the keys of a piano,Artifacts,Perspective,
972,an aerial view of the Great Pyramid,World Knowledge,Perspective,
973,a view of the Milllenium Wheel from the Thames,World Knowledge,Perspective,
974,overhead view of three people looking down at the street from the top of a tall building,People,Perspective,
975,two people facing each other,People,Perspective,
976,two people facing the viewer,People,Perspective,
977,a three quarters view of a man getting into a car,People,Perspective,
978,a stack of three red cubes with a blue sphere on the right and two green cones on the left,Illustrations,Properties & Positioning,
979,A photo of a Persian Metal Engraving vase sitting to the left of a bunch of orange flowers.,World Knowledge,Properties & Positioning,
980,A photo of a Japanese Porcelain Imari vase on the ground below a wooden chair.,World Knowledge,Properties & Positioning,
981,a pen-and-ink crosshatched drawing of a sphere with dark square on it,Illustrations,Properties & Positioning,
982,a metallic blue sphere to the left of a yellow box made of felt,Illustrations,Properties & Positioning,
983,a blue wooden pyramid on top of a red plastic box,Illustrations,Properties & Positioning,
984,concentric squares fading from yellow on the outside to deep orange on the inside,Illustrations,Properties & Positioning,
985,A green heart with shadow,Illustrations,Properties & Positioning,VQ-Diffusion
986,a red cube on top of a blue cube,Illustrations,Properties & Positioning,GLIDE
987,a white flag with a red circle next to a solid blue flag,Artifacts,Properties & Positioning,
988,a red circle on top of a blue square,Illustrations,Properties & Positioning,
989,a yellow box to the right of a blue sphere,Illustrations,Properties & Positioning,
990,a red box to the right of a green sphere,Illustrations,Properties & Positioning,
991,a red box next to a blue box,Illustrations,Properties & Positioning,
992,a red sphere on top of a yellow box,Illustrations,Properties & Positioning,
993,a large blue box with three small yellow boxes on it,Illustrations,Properties & Positioning,
994,several red lego blocks and one blue one,Artifacts,Properties & Positioning,
995,a red block to the left of a blue pyramid,Illustrations,Properties & Positioning,
996,three small yellow boxes on a large blue box,Illustrations,Properties & Positioning,
997,a black background with a large yellow circle,Illustrations,Properties & Positioning,
998,a white background with a large blue circle,Illustrations,Properties & Positioning,
999,a black background with a large yellow square,Illustrations,Properties & Positioning,
1000,a white background with a large blue square,Illustrations,Properties & Positioning,
1001,a black background with a large yellow circle and a small red square,Illustrations,Properties & Positioning,
1002,a white background with a large blue circle and a small green square,Illustrations,Properties & Positioning,
1003,a large yellow triangle above a green square and red rectangle,Illustrations,Properties & Positioning,
1004,two small circles to the left of a red triangle that is on a green rectangle,Illustrations,Properties & Positioning,
1005,a green pyramid in front of a blue box,Illustrations,Properties & Positioning,
1006,a large yellow sphere behind a small purple pyramid,Illustrations,Properties & Positioning,
1007,a metallic blue sphere to the left of a brown cardboard box,Illustrations,Properties & Positioning,
1008,a yellow swirl next to a blue dashed line.,Illustrations,Properties & Positioning,
1009,a red swirl above a black dashed line.,Illustrations,Properties & Positioning,
1010,a green pepper to the left of a red pepper,Food & Beverage,Properties & Positioning,
1011,a brown trash bin to the left of a blue recycling bin,Artifacts,Properties & Positioning,
1012,a circular brown trash bin in front of a brick wall,Artifacts,Properties & Positioning,
1013,ten red apples,Produce & Plants,Quantity,
1014,Four dragons surrounding a dinosaur,Animals,Quantity,
1015,Four cats surrounding a dog,Animals,Quantity,
1016,two baseballs to the left of three tennis balls,Artifacts,Quantity,
1017,a group of not more than five meerkats standing with the sun setting behind them,Animals,Quantity,
1018,a basketball game between a team of four cats and a team of three dogs,Animals,Quantity,
1019,the hands of a single person holding a basketball,People,Quantity,
1020,several people putting their hands on a basketball,People,Quantity,
1021,a tiny football in front of three yellow tennis balls,Artifacts,Quantity,
1022,two beat-up baseballs on either side of a yellow basketball,Artifacts,Quantity,
1023,two baseballs next to three tennis balls,Artifacts,Quantity,
1024,7 dogs sitting around a poker table,Animals,Quantity,"Description of ""Dogs Playing Poker"""
1025,"7 dogs sitting around a poker table, two of which are turning away.",Animals,Quantity,"Description of ""Dogs Playing Poker"""
1026,300 movie titles,Artifacts,Quantity,Simple numbers but challenging
1027,a collection of glasses,Artifacts,Quantity,
1028,two chairs,Artifacts,Quantity,
1029,three chairs,Artifacts,Quantity,
1030,five chairs,Artifacts,Quantity,
1031,two wooden chairs and three metal chairs,Artifacts,Quantity,
1032,three black cats standing next to two orange cats,Animals,Quantity,
1033,a bunch of laptops piled on a sofa,Indoor Scenes,Quantity,
1034,four owls standing on a telephone wire,Animals,Quantity,
1035,an owl family,Animals,Quantity,
1036,a comic about an owl family in the forest,Artifacts,Quantity,
1037,two cats,Animals,Quantity,
1038,a comic about two cats doing research,Artifacts,Quantity,
1039,three elephants standing on top of each other,Animals,Quantity,
1040,two red boxes,Illustrations,Quantity,
1041,two violins standing up,Artifacts,Quantity,
1042,two violins standing up with their bows on the ground in front of them,Artifacts,Quantity,
1043,three violins lying on the floor,Indoor Scenes,Quantity,
1044,three red lego blocks,Artifacts,Quantity,
1045,four teacups surounding a kettle,Artifacts,Quantity,
1046,three small yellow boxes,Illustrations,Quantity,
1047,bottles,Artifacts,Quantity,
1048,two frosted glass bottles,Artifacts,Quantity,
1049,five frosted glass bottles,Artifacts,Quantity,
1050,three green glass bottles,Artifacts,Quantity,
1051,four green glass bottles,Artifacts,Quantity,
1052,two wine bottles,Artifacts,Quantity,
1053,three wine bottles,Artifacts,Quantity,
1054,four wine bottles,Artifacts,Quantity,
1055,ten wine bottles,Artifacts,Quantity,
1056,two wine bottles and three beer cans,Artifacts,Quantity,
1057,a pair of matching socks with cute cats on them,Artifacts,Quantity,
1058,a pile of cash on a wooden table,Artifacts,Quantity,
1059,a pile of cash on a stone floor,Artifacts,Quantity,
1060,two red balls,Artifacts,Quantity,
1061,two red balls on a table,Artifacts,Quantity,
1062,five red balls,Artifacts,Quantity,
1063,five red balls on a table,Artifacts,Quantity,
1064,three yellow balls and two red boxes on a table,Artifacts,Quantity,
1065,an antique chest with three drawers,Artifacts,Quantity,
1066,ten triangles and five squares on a black background,Illustrations,Quantity,
1067,a pile of toy cars,Artifacts,Quantity,
1068,a full bookshelf with three shelves,Artifacts,Quantity,
1069,a bookshelf with ten books stacked vertically,Artifacts,Quantity,
1070,three airplanes parked in a row at a terminal,Vehicles,Quantity,
1071,three green peppers,Food & Beverage,Quantity,
1072,five green peppers to the right of two red onions,Food & Beverage,Quantity,
1073,Times Square with thousands of dogs running around,World Knowledge,Quantity,
1074,three pickup trucks piled on top of each other,Vehicles,Quantity,
1075,a pair of brown suede shoes,Artifacts,Quantity,
1076,two red flowers and three white flowers,Produce & Plants,Quantity,
1077,two parallel chemtrails in blue sky,Outdoor Scenes,Quantity,
1078,two chemtrails forming an X in blue sky,Outdoor Scenes,Quantity,
1079,a tennis court with three yellow cones on it,Outdoor Scenes,Quantity,
1080,a tennis court with tennis balls scattered all over it,Outdoor Scenes,Quantity,
1081,a ceiling fan with four white blades,Indoor Scenes,Quantity,
1082,a ceiling fan with five brown blades,Indoor Scenes,Quantity,
1083,two pianos next to each other,Indoor Scenes,Quantity,
1084,a series of musical notes,Illustrations,Quantity,
1085,a field with ten massive modern windmills,Outdoor Scenes,Quantity,
1086,two motorcycles facing each other,Vehicles,Quantity,
1087,children,People,Quantity,
1088,one child on a couch,People,Quantity,
1089,three children on a couch,People,Quantity,
1090,ten children on a couch,People,Quantity,
1091,a crowd of people watching fireworks,People,Quantity,
1092,a parade with cars and people waving,People,Quantity,
1093,a family of four posing in front of a house,People,Quantity,
1094,a family of four posing at the Grand Canyon,People,Quantity,
1095,a family of four posing at Mount Rushmore,People,Quantity,
1096,a family of four posing on the moon,People,Quantity,
1097,a family of four walking at the beach with waves covering their feet,People,Quantity,
1098,a jungle gym with three kids on it,People,Quantity,
1099,four people riding in a convertible car,People,Quantity,
1100,two runners crossing the finish line together,People,Quantity,
1101,a four-piece band on a stage in front of a small crowd,People,Quantity,
1102,two sets of identical twins,People,Quantity,
1103,Siberian husky playing the piano.,Animals,Simple Detail,
1104,A van parked on grass,Vehicles,Simple Detail,
1105,a smiling sloth,Animals,Simple Detail,
1106,A shiny VW van parked on grass.,World Knowledge,Simple Detail,
1107,"a farm scene with cows, ducks and a tractor.",Outdoor Scenes,Simple Detail,
1108,a lavender backpack with a triceratops stuffed animal head on top,Artifacts,Simple Detail,
1109,a dolphin in an astronaut suit,Animals,Simple Detail,DALL-E 2
1110,a teddy bear on a skateboard,Artifacts,Simple Detail,DALL-E 2
1111,A tiger is playing football,Animals,Simple Detail,CogView
1112,A Google map highlighting Vietnam,World Knowledge,Simple Detail,
1113,A bowl of Chicken Pho,Food & Beverage,Simple Detail,
1114,A bowl of Beef Pho,Food & Beverage,Simple Detail,
1115,a lovestruck cup of boba,Food & Beverage,Simple Detail,DALL-E
1116,a horse in a field of flowers,Outdoor Scenes,Simple Detail,
1117,A green heart,Illustrations,Simple Detail,
1118,The sunset on the beach is wonderful,Outdoor Scenes,Simple Detail,VQ-Diffusion
1119,A red bus is driving on the road,Vehicles,Simple Detail,VQ-Diffusion
1120,A picture of a very tall stop sign,Outdoor Scenes,Simple Detail,VQ-Diffusion
1121,A movie poster of mountain and sea,Artifacts,Simple Detail,VQ-Diffusion
1122,A giraffe walking through a green grass covered field,Animals,Simple Detail,VQ-Diffusion
1123,A green train is coming down the tracks,Vehicles,Simple Detail,VQ-Diffusion
1124,A living area with a television and a table,Indoor Scenes,Simple Detail,VQ-Diffusion
1125,A red hydrant on the grass,Outdoor Scenes,Simple Detail,VQ-Diffusion
1126,Sunset over the sea,Outdoor Scenes,Simple Detail,VQ-Diffusion
1127,A small house in the wilderness,Outdoor Scenes,Simple Detail,VQ-Diffusion
1128,Sunset over the skyline of a city,Outdoor Scenes,Simple Detail,VQ-Diffusion
1129,A heart made of chocolate,Illustrations,Simple Detail,VQ-Diffusion
1130,A heart made of water,Illustrations,Simple Detail,VQ-Diffusion
1131,A heart made of wood,Illustrations,Simple Detail,VQ-Diffusion
1132,A heart made of cookie,Illustrations,Simple Detail,VQ-Diffusion
1133,a white country home,Outdoor Scenes,Simple Detail,
1134,robots meditating,Artifacts,Simple Detail,
1135,a robot kicking a soccer ball,Artifacts,Simple Detail,
1136,a cat looking out of a window,Animals,Simple Detail,
1137,a cat coming through a cat door,Animals,Simple Detail,
1138,a cat jumping in the air,Animals,Simple Detail,
1139,a cat jumping in the air to catch a bird,Animals,Simple Detail,
1140,a cat jumping in the air to get onto a table,Animals,Simple Detail,
1141,a sunset behind the grand canyon,World Knowledge,Simple Detail,GLIDE
1142,a boat in the canals of venice,World Knowledge,Simple Detail,GLIDE
1143,a large white yacht,Vehicles,Simple Detail,
1144,a panda eating bamboo,Animals,Simple Detail,GLIDE
1145,a fog rolling into new york,World Knowledge,Simple Detail,GLIDE
1146,a green clock,Artifacts,Simple Detail,
1147,a photo of a phone from the 20s,Artifacts,Simple Detail,DALL-E
1148,a photo of the food of china,Food & Beverage,Simple Detail,DALL-E
1149,a baby daikon radish,Produce & Plants,Simple Detail,DALL-E
1150,a very fancy French restaurant,Indoor Scenes,Simple Detail,
1151,a tiger standing by some flowers,Animals,Simple Detail,
1152,a bench next to a flower pot,Artifacts,Simple Detail,
1153,a bird standing on a stick,Animals,Simple Detail,
1154,a blue sports car on the road,Vehicles,Simple Detail,
1155,a red sports car on the road,Vehicles,Simple Detail,
1156,a soccer ball flying over a car,Outdoor Scenes,Simple Detail,
1157,the finale of a fireworks display,Outdoor Scenes,Simple Detail,
1158,beautiful fireworks in the sky,Outdoor Scenes,Simple Detail,
1159,a subway train,Vehicles,Simple Detail,
1160,a subway train coming out of a tunnel,Vehicles,Simple Detail,
1161,orange jello,Food & Beverage,Simple Detail,
1162,a yellow t-shirt,Artifacts,Simple Detail,
1163,a blue t-shirt,Artifacts,Simple Detail,
1164,a flag furling in the wind,Artifacts,Simple Detail,
1165,a white towel,Artifacts,Simple Detail,
1166,a white towel with a cat on it,Artifacts,Simple Detail,
1167,a black towel,Artifacts,Simple Detail,
1168,a black towel with a dog on it,Artifacts,Simple Detail,
1169,a yellow wall,Artifacts,Simple Detail,
1170,a friendly car in the city,Vehicles,Simple Detail,
1171,an owl family in the forest,Animals,Simple Detail,
1172,a kangaroo jumping through the park,Animals,Simple Detail,
1173,a street in Paris,World Knowledge,Simple Detail,
1174,a canal in Venice,World Knowledge,Simple Detail,
1175,a small house,Outdoor Scenes,Simple Detail,
1176,a small house on a mountain top,Outdoor Scenes,Simple Detail,
1177,the grand canyon on a cloudy day,World Knowledge,Simple Detail,
1178,a house on a mountain,Outdoor Scenes,Simple Detail,
1179,a photograph of a house on a mountain,Outdoor Scenes,Simple Detail,
1180,a peaceful lakeside landscape,Outdoor Scenes,Simple Detail,
1181,a cat reading a book,Animals,Simple Detail,
1182,a cat reading a newspaper,Animals,Simple Detail,
1183,a cat reading a comic book,Animals,Simple Detail,
1184,a horse reading a book,Animals,Simple Detail,
1185,a horse reading a newspaper,Animals,Simple Detail,
1186,a horse reading a comic book,Animals,Simple Detail,
1187,a cat jumping down from a wall,Animals,Simple Detail,
1188,a pumpkin with a candle in it,Produce & Plants,Simple Detail,
1189,a sword in a stone,Artifacts,Simple Detail,
1190,an Egyptian statue,World Knowledge,Simple Detail,
1191,an Egyptian statue in the desert,World Knowledge,Simple Detail,
1192,a massive statue in a temple,Artifacts,Simple Detail,
1193,a circular logo on a coffee mug,Illustrations,Simple Detail,
1194,a pig in a field,Animals,Simple Detail,
1195,a horse in a field,Animals,Simple Detail,
1196,a squirrel in a field,Animals,Simple Detail,
1197,a tiger in a field,Animals,Simple Detail,
1198,a pig in a forest,Animals,Simple Detail,
1199,a horse in a forest,Animals,Simple Detail,
1200,a squirrel in a forest,Animals,Simple Detail,
1201,a tiger in a forest,Animals,Simple Detail,
1202,a hammer on a table,Artifacts,Simple Detail,
1203,a screwdriver on a table,Artifacts,Simple Detail,
1204,a handsaw on a table,Artifacts,Simple Detail,
1205,a power drill on a table,Artifacts,Simple Detail,
1206,a bloody mary cocktail,Food & Beverage,Simple Detail,
1207,an old-fashioned cocktail,Food & Beverage,Simple Detail,
1208,a long-island ice tea cocktail,Food & Beverage,Simple Detail,
1209,a tree surrounded by flowers,Produce & Plants,Simple Detail,
1210,a street with several cars on it,Outdoor Scenes,Simple Detail,
1211,an avocado on a table,Produce & Plants,Simple Detail,
1212,a kitchen with a large refrigerator,Indoor Scenes,Simple Detail,
1213,weeds in the cracks of a sidewalk,Artifacts,Simple Detail,
1214,a wood treehouse in an oak tree,Artifacts,Simple Detail,
1215,a metal treehouse in an oak tree,Artifacts,Simple Detail,
1216,a violin next to an apple,Artifacts,Simple Detail,
1217,a room with two chairs and a painting,Indoor Scenes,Simple Detail,
1218,a canal in Amsterdam,World Knowledge,Simple Detail,
1219,red apples on a tree with green leaves,Produce & Plants,Simple Detail,
1220,a stop sign,Artifacts,Simple Detail,
1221,a yield sign,Artifacts,Simple Detail,
1222,a mountain with a cloud hanging over it,Outdoor Scenes,Simple Detail,
1223,a bottle of red wine,Food & Beverage,Simple Detail,
1224,wine bottles,Food & Beverage,Simple Detail,
1225,the cover of a book about gardening,Illustrations,Simple Detail,
1226,a milk container on a table,Artifacts,Simple Detail,
1227,a milk container in a refrigerator,Artifacts,Simple Detail,
1228,a marine iguana crossing the street,Animals,Simple Detail,
1229,cash on a stone floor,Artifacts,Simple Detail,
1230,a half-peeled banana,Produce & Plants,Simple Detail,
1231,a black baseball hat,Artifacts,Simple Detail,
1232,black hi-top sneakers,Artifacts,Simple Detail,
1233,a roast turkey on the table,Food & Beverage,Simple Detail,
1234,a plate with white rice topped by cooked vegetables,Food & Beverage,Simple Detail,
1235,slices of avocado on a piece of toast,Food & Beverage,Simple Detail,
1236,slices of mango on a piece of toast,Food & Beverage,Simple Detail,
1237,a bamboo ladder,Artifacts,Simple Detail,
1238,a cat jumps over a baby gate,Animals,Simple Detail,
1239,an ostrich standing on a couch,Animals,Simple Detail,
1240,a taxi driving in the countryside,Vehicles,Simple Detail,
1241,a two lane road with a bright yellow line,Outdoor Scenes,Simple Detail,
1242,a road ruined by an earthquake,Outdoor Scenes,Simple Detail,
1243,a volcano erupting near a small town,Outdoor Scenes,Simple Detail,
1244,a volcano with lava pouring down its slopes,Outdoor Scenes,Simple Detail,
1245,a horse running in a field,Animals,Simple Detail,
1246,a robot cooking,Artifacts,Simple Detail,
1247,a robot cooking in the kitchen,Indoor Scenes,Simple Detail,
1248,a compass next to a piece of fruit,Artifacts,Simple Detail,
1249,the silhouette of an elephant,Animals,Simple Detail,
1250,a tree growing through a fence,Produce & Plants,Simple Detail,
1251,a butterfly kite stuck high in a tree,Produce & Plants,Simple Detail,
1252,a unicorn with a multicolored mane,Animals,Simple Detail,
1253,a crown with a ruby in its center,Artifacts,Simple Detail,
